fk_index_item_description,code,parent,concept_name,source,standard_semantic_hierarchy
"Patrolling (i.e., visual inspection) of electric transmission or gas lines",541990,None,NAICS Index Item Description Code,2022 NAICS,No
"Pipeline inspection (i.e., visual) services",541990,None,NAICS Index Item Description Code,2022 NAICS,No
"Power line inspection (i.e., visual) services",541990,None,NAICS Index Item Description Code,2022 NAICS,No
Quantity surveyor services,541990,None,NAICS Index Item Description Code,2022 NAICS,No
"Waterless fire suppression system testing and/or inspection, without sales, service, or installation",541990,None,NAICS Index Item Description Code,2022 NAICS,No
Weather forecasting services,541990,None,NAICS Index Item Description Code,2022 NAICS,No
Bank holding companies (except managing),551111,None,NAICS Index Item Description Code,2022 NAICS,No
"Holding companies, bank (except managing)",551111,None,NAICS Index Item Description Code,2022 NAICS,No
Offices of bank holding companies,551111,None,NAICS Index Item Description Code,2022 NAICS,No
Agreement corporation (except international trade financing),551112,None,NAICS Index Item Description Code,2022 NAICS,No
Financial holding companies,551112,None,NAICS Index Item Description Code,2022 NAICS,No
"Holding companies (except bank, managing)",551112,None,NAICS Index Item Description Code,2022 NAICS,No
Insurance holding companies,551112,None,NAICS Index Item Description Code,2022 NAICS,No
Nonbank holding companies (except managing),551112,None,NAICS Index Item Description Code,2022 NAICS,No
Personal holding companies,551112,None,NAICS Index Item Description Code,2022 NAICS,No
Public utility holding companies,551112,None,NAICS Index Item Description Code,2022 NAICS,No
Railroad holding companies,551112,None,NAICS Index Item Description Code,2022 NAICS,No
Savings and loan holding companies,551112,None,NAICS Index Item Description Code,2022 NAICS,No
Thrift holding companies,551112,None,NAICS Index Item Description Code,2022 NAICS,No
Centralized administrative offices,551114,None,NAICS Index Item Description Code,2022 NAICS,No
Corporate offices,551114,None,NAICS Index Item Description Code,2022 NAICS,No
District and regional offices,551114,None,NAICS Index Item Description Code,2022 NAICS,No
Head offices,551114,None,NAICS Index Item Description Code,2022 NAICS,No
Headquarters offices,551114,None,NAICS Index Item Description Code,2022 NAICS,No
Holding companies that manage,551114,None,NAICS Index Item Description Code,2022 NAICS,No
Subsidiary management offices,551114,None,NAICS Index Item Description Code,2022 NAICS,No
Administrative management services,561110,None,NAICS Index Item Description Code,2022 NAICS,No
Business management services,561110,None,NAICS Index Item Description Code,2022 NAICS,No
Executive management services,561110,None,NAICS Index Item Description Code,2022 NAICS,No
Hotel management services (except complete operation of client's business),561110,None,NAICS Index Item Description Code,2022 NAICS,No
Industrial management services,561110,None,NAICS Index Item Description Code,2022 NAICS,No
Management services (except complete operation of client's business),561110,None,NAICS Index Item Description Code,2022 NAICS,No
Managing offices of dentists,561110,None,NAICS Index Item Description Code,2022 NAICS,No
Managing offices of physicians and surgeons,561110,None,NAICS Index Item Description Code,2022 NAICS,No
"Managing offices of professionals (e.g., dentists, physicians, surgeons)",561110,None,NAICS Index Item Description Code,2022 NAICS,No
Medical office management services,561110,None,NAICS Index Item Description Code,2022 NAICS,No
Motel management services (except complete operation of client's business),561110,None,NAICS Index Item Description Code,2022 NAICS,No
Office administration services,561110,None,NAICS Index Item Description Code,2022 NAICS,No
Office management services,561110,None,NAICS Index Item Description Code,2022 NAICS,No
Base facilities operation support services,561210,None,NAICS Index Item Description Code,2022 NAICS,No
"Correctional facilities, privately operated",561210,None,NAICS Index Item Description Code,2022 NAICS,No
Correctional facility operation on a contract or fee basis,561210,None,NAICS Index Item Description Code,2022 NAICS,No
Facilities (except computer operation) support services,561210,None,NAICS Index Item Description Code,2022 NAICS,No
Government base facilities operation support services,561210,None,NAICS Index Item Description Code,2022 NAICS,No
Jail operation on a contract or fee basis,561210,None,NAICS Index Item Description Code,2022 NAICS,No
"Jails, privately operated",561210,None,NAICS Index Item Description Code,2022 NAICS,No
Military base support services,561210,None,NAICS Index Item Description Code,2022 NAICS,No
Prison operation on a contract or fee basis,561210,None,NAICS Index Item Description Code,2022 NAICS,No
"Prisons, privately operated",561210,None,NAICS Index Item Description Code,2022 NAICS,No
"Babysitting bureaus (i.e., registries)",561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Casting agencies (i.e., motion picture, theatrical, video)",561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Casting agencies, motion picture or video",561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Casting agencies, theatrical",561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Casting bureaus (e.g., motion picture, theatrical, video)",561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Casting bureaus, motion picture or video",561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Casting bureaus, theatrical",561311,None,NAICS Index Item Description Code,2022 NAICS,No
Chauffeur registries,561311,None,NAICS Index Item Description Code,2022 NAICS,No
Employee recruitment services (non-executive),561311,None,NAICS Index Item Description Code,2022 NAICS,No
Employment agencies,561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Employment agencies, motion picture or video",561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Employment agencies, radio or television",561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Employment agencies, theatrical",561311,None,NAICS Index Item Description Code,2022 NAICS,No
Employment placement agencies or services,561311,None,NAICS Index Item Description Code,2022 NAICS,No
Employment referral agencies or services,561311,None,NAICS Index Item Description Code,2022 NAICS,No
Employment registries,561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Internet job listing services, including intermediary platform services",561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Internet resume listing services, including intermediary platform services",561311,None,NAICS Index Item Description Code,2022 NAICS,No
Maid registries,561311,None,NAICS Index Item Description Code,2022 NAICS,No
Model registries,561311,None,NAICS Index Item Description Code,2022 NAICS,No
Nurse registries,561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Online employment registries or listing services, including intermediary platform services",561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Placement agencies or services, employment",561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Referral agencies or services, employment",561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Registries, employment",561311,None,NAICS Index Item Description Code,2022 NAICS,No
"Registries, teacher",561311,None,NAICS Index Item Description Code,2022 NAICS,No
Ship crew employment agencies,561311,None,NAICS Index Item Description Code,2022 NAICS,No
Ship crew registries,561311,None,NAICS Index Item Description Code,2022 NAICS,No
State operated employment job services offices,561311,None,NAICS Index Item Description Code,2022 NAICS,No
Teacher registries,561311,None,NAICS Index Item Description Code,2022 NAICS,No
